# energy grid [eV]     epsr_x  epsr_y  epsr_z
#
    4.984984985   -1.599578250   -1.642632146   -1.653537047
    5.000000000   -1.530133309   -1.571214172   -1.581622080
    5.015015015   -1.462720945   -1.503642538   -1.514008627
    5.030030030   -1.399607678   -1.441193493   -1.451725480
    5.045045045   -1.342030008   -1.382903209   -1.393259049
    5.060060060   -1.286318381   -1.323915813   -1.333457764
    5.075075075   -1.226798692   -1.258889428   -1.267061071
    5.090090090   -1.163926148   -1.188484286   -1.194776904
    5.105105105   -1.101585745   -1.116956150   -1.120953604
    5.120120120   -1.040127181   -1.046003572   -1.047629932
    5.135135135   -0.977162894   -0.974635870   -0.974163213
    5.150150150   -0.912546373   -0.903331176   -0.901184333
    5.165165165   -0.848123327   -0.834370280   -0.831084658
    5.180180180   -0.786349577   -0.770568481   -0.766772462
    5.195195195   -0.728654400   -0.712966545   -0.709193060
    5.210210210   -0.672608128   -0.657750846   -0.654187020
    5.225225225   -0.613305531   -0.599147453   -0.595762010
    5.240240240   -0.548161451   -0.534748288   -0.531552981
    5.255255255   -0.478035732   -0.465659157   -0.462727342
    5.270270270   -0.403093259   -0.392344199   -0.389824746
    5.285285285   -0.322911463   -0.314363918   -0.312399665
    5.300300300   -0.239745758   -0.232838383   -0.231285452
    5.315315315   -0.158906327   -0.151770883   -0.150158115
    5.330330330   -0.084102367   -0.074642105   -0.072445023
    5.345345345   -0.013154427   -0.000106622    0.002985984
    5.360360360    0.059276827    0.075863827    0.079835299
    5.375375375    0.136765923    0.155799341    0.160376493
    5.390390390    0.220755382    0.240125008    0.244783076
    5.405405405    0.311487474    0.328746856    0.332878228
    5.420420420    0.406415938    0.420401480    0.423717285
    5.435435435    0.502136586    0.513723813    0.516439822
    5.450450450    0.597220237    0.608449008    0.611070610
    5.465465465    0.692089160    0.704379380    0.707260399
    5.480480480    0.788227916    0.801147892    0.804180247
    5.495495495    0.886196298    0.898682879    0.901600368
    5.510510511    0.984526780    0.996031225    0.998698803
    5.525525526    1.083189496    1.093042337    1.095293598
    5.540540541    1.185606439    1.192553850    1.194072776
    5.555555556    1.292417801    1.295648846    1.296231572
    5.570570571    1.399393636    1.399259546    1.398995099
    5.585585586    1.504423077    1.501278595    1.500259402
    5.600600601    1.608748051    1.601513902    1.599477224
    5.615615616    1.713756485    1.700380670    1.696815137
    5.630630631    1.821051874    1.799894475    1.794381650
    5.645645646    1.934330718    1.905268351    1.897764112
    5.660660661    2.059499300    2.024027989    2.014898551
    5.675675676    2.200154168    2.160228605    2.149965546
    5.690690691    2.355435512    2.313437726    2.302645203
    5.705705706    2.522751016    2.482196110    2.471760799
    5.720720721    2.699489198    2.664452638    2.655396791
    5.735735736    2.883397347    2.857140865    2.850275563
    5.750750751    3.077598080    3.060666279    3.056113281
    5.765765766    3.284455440    3.274159690    3.271239738
    5.780780781    3.492406540    3.485249635    3.483100488
    5.795795796    3.677225646    3.671113700    3.669245695
    5.810810811    3.800851385    3.795011774    3.793279569
    5.825825826    3.818481436    3.813073759    3.811549487
    5.840840841    3.715769974    3.712179404    3.711196409
    5.855855856    3.524519435    3.523459046    3.523163360
    5.870870871    3.289016281    3.288318260    3.288144500
    5.885885886    3.053342230    3.049542126    3.048594763
    5.900900901    2.851526995    2.842568011    2.840321333
    5.915915916    2.683749635    2.670216100    2.666826825
    5.930930931    2.536243671    2.519070591    2.514772996
    5.945945946    2.400028109    2.376847717    2.371051699
    5.960960961    2.274290679    2.241994449    2.233919251
    5.975975976    2.168781872    2.129960241    2.120250123
    5.990990991    2.076062057    2.039373273    2.030206586
