# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
    3.708708709    1.851652775    1.982516483    1.170248297
    3.723723724    1.792025082    1.922861571    1.195939290
    3.738738739    1.726234866    1.865492799    1.216271402
    3.753753754    1.664229047    1.826684234    1.233857909
    3.768768769    1.604985863    1.803283620    1.252769760
    3.783783784    1.544110634    1.778256905    1.274340064
    3.798798799    1.478951460    1.736882016    1.302242627
    3.813813814    1.418048999    1.684592052    1.338182882
    3.828828829    1.373086159    1.640306838    1.379909151
    3.843843844    1.344618756    1.613486883    1.423031979
    3.858858859    1.329153585    1.596733144    1.463800486
    3.873873874    1.328847349    1.579799014    1.499559618
    3.888888889    1.346146705    1.562379230    1.525437406
